# Giacomo Fidone Davide Grande Bruno Limon
# Pending-Name
# ML-CUP22
# Submission Date 23/01/2023
1,21.565826,-27.01775
2,6.781521,-26.805023
3,12.505049,-30.705002
4,19.494162,-27.844454
5,4.2867565,-22.777317
6,19.11992,-27.666952
7,10.555464,-30.805422
8,3.8860621,-23.210384
9,4.5194464,-18.056917
10,4.9674816,-20.018616
11,5.1327343,-22.973122
12,8.078189,-28.931507
13,4.6973658,-18.837103
14,13.297189,-30.300192
15,19.997368,-27.826128
16,19.182646,-28.055433
17,5.0065255,-23.405867
18,15.395331,-29.276308
19,7.894602,-27.218426
20,19.35528,-28.184977
21,15.241588,-29.551949
22,4.390647,-22.607704
23,6.239226,-25.659266
24,5.9712596,-25.667414
25,12.163977,-30.727762
26,23.40686,-26.635836
27,4.5572543,-16.843779
28,23.238878,-26.656416
29,7.1538453,-28.084057
30,21.4664,-27.033514
31,12.731601,-30.702791
32,23.525629,-27.149744
33,4.2547874,-18.441465
34,4.3711376,-23.105684
35,11.534651,-31.000912
36,17.0166,-28.997826
37,4.968724,-17.00172
38,4.3021007,-20.42597
39,4.065478,-21.738773
40,5.6337156,-27.076021
41,15.848823,-29.266628
42,4.854406,-18.136856
43,4.4814982,-15.682385
44,12.679231,-30.52925
45,5.245535,-26.254404
46,4.379657,-23.44059
47,11.700825,-31.27865
48,5.48251,-27.414553
49,7.297258,-28.312185
50,24.667343,-26.658981
51,11.004781,-30.540382
52,13.494845,-30.242962
53,4.326022,-19.498058
54,4.3663697,-23.422318
55,13.287273,-30.11817
56,23.748856,-26.41464
57,7.7727423,-28.607851
58,4.4314895,-20.166864
59,11.969551,-30.578844
60,20.782616,-27.240086
61,11.376463,-30.852999
62,13.15429,-30.000546
63,4.0843854,-20.26295
64,11.385304,-30.726574
65,19.034195,-27.689518
66,19.157444,-28.222286
67,21.294857,-27.180445
68,13.222691,-30.43219
69,16.898249,-28.769905
70,7.6731677,-27.755075
71,4.246389,-23.658245
72,22.232489,-25.333315
73,14.13914,-30.19019
74,10.767983,-31.004845
75,5.2283335,-25.64403
76,4.454935,-22.250044
77,4.335001,-20.676367
78,13.419157,-29.975277
79,6.3354497,-27.294752
80,12.21086,-31.209173
81,4.972658,-23.183048
82,20.645285,-27.459778
83,7.487293,-28.610704
84,8.863508,-29.124489
85,4.5294614,-21.563599
86,12.934069,-30.22181
87,16.715242,-29.003479
88,4.8156576,-25.043137
89,5.2248135,-26.354723
90,4.336316,-22.190012
91,4.6522837,-20.917847
92,4.702282,-18.600883
93,11.528633,-31.184246
94,15.203096,-29.233479
95,17.161032,-28.8809
96,12.577595,-30.647137
97,21.445747,-26.78937
98,18.406218,-28.220945
99,11.190979,-30.640825
100,22.01748,-27.046413
101,20.834793,-26.863361
102,4.73969,-16.86794
103,7.3135853,-28.417356
104,4.536303,-18.461075
105,13.632517,-30.081205
106,4.8534145,-26.208027
107,16.312288,-29.366396
108,15.676765,-29.623112
109,4.2645016,-18.486681
110,5.1271486,-25.126608
111,4.1736865,-22.16007
112,4.6828957,-17.023085
113,14.982599,-29.626179
114,15.944277,-29.435593
115,10.412283,-30.765835
116,4.322286,-21.892956
117,16.246948,-29.47723
118,16.674637,-29.211395
119,4.988278,-21.07111
120,23.093498,-26.570137
121,16.704296,-28.75836
122,4.480208,-20.636965
123,16.384708,-29.192118
124,14.914409,-29.65278
125,13.55703,-30.319685
126,22.186365,-26.56515
127,4.365516,-18.863495
128,13.966599,-29.97196
129,4.282451,-19.938425
130,4.6169295,-24.512373
131,4.3448014,-20.894613
132,19.459505,-28.230558
133,4.457369,-21.38047
134,4.585963,-18.028898
135,14.210619,-29.587305
136,4.6078424,-18.667023
137,18.362843,-28.224564
138,4.1814203,-19.88747
139,3.9148989,-21.796656
140,9.521066,-30.34163
141,19.050344,-27.73827
142,4.7190795,-25.200218
143,4.692944,-18.871174
144,22.516487,-26.678709
145,10.487266,-30.408298
146,16.984617,-28.992771
147,19.605562,-27.60609
148,10.914112,-30.195955
149,7.7340627,-28.740921
150,4.194638,-19.361666
151,14.096268,-29.73519
152,4.1241045,-20.273634
153,19.737467,-28.299683
154,13.021451,-30.341103
155,16.487835,-29.034262
156,21.201895,-27.024178
157,13.625363,-29.93369
158,4.594427,-24.399874
159,16.648836,-29.0408
160,18.337296,-28.010027
161,4.6792026,-25.7963
162,19.807545,-27.710863
163,13.036313,-29.935097
164,16.272978,-29.139412
165,4.507877,-17.223288
166,8.900974,-29.621447
167,4.571015,-19.298918
168,7.749799,-29.065575
169,10.8539715,-30.973293
170,4.7212763,-23.770752
171,11.40279,-30.981913
172,8.366485,-28.75144
173,19.902037,-27.970943
174,8.309369,-28.759989
175,4.259789,-17.590178
176,4.3820114,-18.82911
177,4.0444984,-21.598576
178,5.1460905,-25.610405
179,6.619976,-28.09383
180,4.1834393,-22.038708
181,10.556867,-30.214954
182,23.79963,-26.781048
183,4.9444003,-26.129444
184,11.457505,-30.949324
185,6.347258,-27.110365
186,5.57635,-25.751467
187,4.5626054,-18.170624
188,4.7618947,-25.014008
189,13.35346,-29.939363
190,6.6593766,-27.148561
191,6.231902,-27.50836
192,19.259773,-27.802189
193,4.4101434,-21.069912
194,11.499387,-30.945742
195,19.512825,-27.725746
196,4.4447193,-18.453833
197,19.921991,-27.213223
198,6.1225414,-27.115623
199,22.242895,-26.630121
200,16.551235,-28.80577
201,13.702265,-30.029463
202,9.994848,-30.401144
203,16.834873,-30.000328
204,5.894465,-28.382729
205,11.243413,-31.434116
206,4.840866,-16.339771
207,15.482172,-29.388117
208,16.47019,-28.794596
209,17.887903,-28.481827
210,4.342021,-22.69689
211,4.492329,-18.305964
212,18.239868,-28.67458
213,4.28501,-21.469305
214,4.743496,-25.759232
215,7.0658407,-28.822783
216,4.261762,-23.906113
217,18.735525,-28.689642
218,8.146649,-28.795347
219,4.609383,-17.988457
220,5.2858405,-25.380316
221,4.6885056,-24.93239
222,11.339103,-31.463728
223,14.334122,-29.679245
224,9.555597,-29.86962
225,12.166748,-31.24215
226,11.382661,-30.54444
227,4.49442,-19.57727
228,21.451618,-26.946115
229,9.233457,-29.268337
230,4.2489066,-20.6193
231,16.557077,-28.971088
232,19.65581,-28.000586
233,10.90709,-31.204258
234,21.862461,-27.552101
235,4.633714,-16.745232
236,5.124414,-20.43872
237,4.6178236,-19.052385
238,4.9304447,-19.813738
239,4.8578763,-18.090437
240,20.362316,-27.962576
241,4.8013573,-16.866497
242,20.524115,-27.672136
243,4.533388,-24.019398
244,16.314468,-28.835623
245,7.386431,-28.5513
246,15.38604,-29.63901
247,4.881124,-16.252468
248,4.7755446,-22.988544
249,4.7121277,-18.5526
250,12.788212,-30.004843
251,23.444138,-26.975866
252,19.762716,-27.824535
253,6.3331194,-27.147205
254,4.286451,-22.771608
255,6.456933,-27.700308
256,23.44157,-26.898106
257,20.467829,-27.697817
258,6.9781194,-27.250643
259,14.07057,-29.675316
260,13.587054,-29.788849
261,9.454569,-30.034723
262,6.2544346,-27.040419
263,15.229432,-29.632772
264,14.518555,-29.531395
265,18.913137,-28.322817
266,4.333828,-19.838898
267,4.63802,-17.93184
268,4.7368083,-23.435465
269,4.499757,-20.07199
270,21.020193,-26.742165
271,17.63944,-28.67478
272,20.783663,-26.84183
273,4.6344104,-25.27708
274,4.550647,-17.646513
275,12.658497,-30.7675
276,10.448924,-30.7774
277,16.814997,-28.922132
278,21.33816,-27.154785
279,13.272261,-30.364986
280,21.150087,-27.423159
281,4.4552445,-23.244722
282,11.525269,-31.16722
283,11.419225,-30.883451
